Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Exception
2017/11/16, 02:29:30, 39.026360, -123.067360, 766.06,  0.00, 203, 0, 13.64, 
2017/11/16, 02:29:39, 39.026443, -123.067398, 758.28,  0.00, 246, 0, 9.80, 
2017/11/16, 02:29:48, 39.026443, -123.067398, 758.28,  0.00, 246, 0, 0.00, 
2017/11/16, 02:29:57, 39.026443, -123.067398, 758.28,  0.00, 246, 0, 0.00, 
2017/11/16, 02:30:07, 39.026443, -123.067398, 758.28,  0.00, 246, 0, 0.00, 
2017/11/16, 02:30:16, 39.026443, -123.067398, 758.28,  0.00, 246, 0, 0.00, 
2017/11/16, 02:30:25, 39.026443, -123.067398, 758.28,  0.00, 246, 0, 0.00, 
2017/11/16, 02:30:34, 39.026680, -123.067131, 712.26,  4176.00, 47, 0, 35.02, 
2017/11/16, 02:30:44, 39.026661, -123.067139, 711.17,  0.00, 47, 0, 2.22, 
2017/11/16, 02:30:53, 39.026661, -123.067139, 711.17,  0.00, 47, 0, 0.00, 
2017/11/16, 02:31:02, 39.026661, -123.067139, 711.17,  0.00, 47, 0, 0.00, 
2017/11/16, 02:31:11, 39.026661, -123.067139, 711.17,  0.00, 47, 0, 0.00, 
2017/11/16, 02:31:20, 39.026661, -123.067139, 711.17,  0.00, 47, 0, 0.00, 
2017/11/16, 02:31:30, 39.026661, -123.067139, 711.17,  0.00, 47, 0, 0.00, 
2017/11/16, 02:31:39, 39.026661, -123.067139, 711.17,  0.00, 47, 0, 0.00, 
2017/11/16, 02:31:49, 39.026661, -123.067139, 711.17,  0.00, 47, 0, 0.00, 
2017/11/16, 02:32:00, 39.026661, -123.067139, 711.17,  0.00, 47, 0, 0.00, 
2017/11/16, 02:32:09, 39.026661, -123.067139, 711.17,  0.00, 47, 0, 0.00, 
2017/11/16, 02:32:19, 39.026474, -123.067268, 751.28,  0.00, 328, 0, 23.59, 
2017/11/16, 02:32:31, 39.026474, -123.067268, 751.28,  0.00, 328, 0, 0.00, 
2017/11/16, 02:32:41, 39.026474, -123.067268, 751.28,  0.00, 328, 0, 0.00, 
2017/11/16, 02:32:49, 39.026474, -123.067268, 751.28,  0.00, 328, 0, 0.00, 
2017/11/16, 02:32:58, 39.026474, -123.067268, 751.28,  0.00, 328, 0, 0.00, 
2017/11/16, 02:33:09, 39.026474, -123.067268, 751.28,  0.00, 328, 0, 0.00, 
2017/11/16, 02:33:19, 39.026474, -123.067268, 751.28,  0.00, 328, 0, 0.00, 
2017/11/16, 02:33:29, 39.026474, -123.067268, 751.28,  0.00, 328, 0, 0.00, 
2017/11/16, 02:33:37, 39.026474, -123.067268, 751.28,  0.00, 328, 0, 0.00, 
2017/11/16, 02:33:47, 39.026474, -123.067268, 751.28,  0.00, 328, 0, 0.00, 
2017/11/16, 02:33:56, 39.026474, -123.067268, 751.28,  0.00, 328, 0, 0.00, 
2017/11/16, 02:34:05, 39.026474, -123.067268, 751.28,  0.00, 328, 0, 0.00, 
2017/11/16, 02:34:14, 39.026474, -123.067268, 751.28,  0.00, 328, 0, 0.00, 
2017/11/16, 02:34:24, 39.026474, -123.067268, 751.28,  0.00, 328, 0, 0.00, 
2017/11/16, 02:34:32, 39.026474, -123.067268, 751.28,  0.00, 328, 0, 0.00, 
2017/11/16, 02:34:41, 39.026577, -123.067207, 719.23,  2340.00, 42, 0, 12.61, 
2017/11/16, 02:34:50, 39.026573, -123.067207, 720.95,  0.00, 42, 0, 0.44, 
2017/11/16, 02:35:00, 39.026573, -123.067207, 720.95,  0.00, 42, 0, 0.00, 
2017/11/16, 02:35:09, 39.026573, -123.067207, 720.95,  0.00, 42, 0, 0.00, 
2017/11/16, 02:35:19, 39.026573, -123.067207, 720.95,  0.00, 42, 0, 0.00, 
2017/11/16, 02:35:28, 39.026573, -123.067207, 720.95,  0.00, 42, 0, 0.00, 
2017/11/16, 02:35:38, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 13.71, 
2017/11/16, 02:35:47, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:35:55, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:36:04, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:36:14, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:36:23, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:36:32, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:36:41, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:36:50, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:37:01, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:37:11, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:37:19, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:37:29, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:37:37, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:37:50, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:38:00, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:38:09, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:38:19, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:38:28, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:38:38, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:38:47, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
2017/11/16, 02:38:56, 39.026455, -123.067253, 755.16,  0.00, 42, 0, 0.00, 
